"x"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
"B"
